Commodity,Date,Unit,Minimum,Maximum,Average
Mushroom(Button),2023-06-05,KG,320.0,360.0,342.0
Mushroom(Kanya),2023-06-05,KG,140.0,180.0,156.0
Mustard Leaf,2023-06-05,KG,30.0,40.0,36.67
Neuro,2023-06-05,KG,70.0,80.0,76.67
Okara,2023-06-05,KG,70.0,80.0,76.0
Onion Dry (Indian),2023-06-05,KG,58.0,60.0,59.2
Onion Green,2023-06-05,KG,60.0,70.0,65.0
Papaya(Indian),2023-06-05,KG,110.0,120.0,116.67
Parseley,2023-06-05,KG,220.0,250.0,240.0
Pineapple,2023-06-05,1 Pc,200.0,220.0,210.0
Pointed Gourd(Local),2023-06-05,KG,70.0,80.0,75.0
Pointed Gourd(Terai),2023-06-05,KG,60.0,70.0,66.67
Pomegranate,2023-06-05,KG,350.0,400.0,383.33
Potato Red,2023-06-05,KG,44.0,46.0,45.2
Potato Red(Indian),2023-06-05,KG,34.0,36.0,35.2
Potato Red(Mude),2023-06-05,KG,40.0,42.0,41.33
Potato White,2023-06-05,KG,34.0,35.0,34.67
Pumpkin,2023-06-05,KG,40.0,50.0,45.0
Raddish Red,2023-06-05,KG,30.0,40.0,36.67
Raddish White(Hybrid),2023-06-05,KG,20.0,25.0,22.0
Raddish White(Local),2023-06-05,KG,15.0,20.0,17.5
Red Cabbbage,2023-06-05,KG,60.0,70.0,65.0
Smooth Gourd,2023-06-05,KG,60.0,70.0,65.0
Snake Gourd,2023-06-05,KG,30.0,40.0,35.0
Soyabean Green,2023-06-05,KG,110.0,120.0,115.0
Spinach Leaf,2023-06-05,KG,90.0,100.0,96.67
Sponge Gourd,2023-06-05,KG,50.0,60.0,52.5
Squash(Long),2023-06-05,KG,40.0,50.0,45.0
Squash(Round),2023-06-05,KG,40.0,50.0,45.0
Sugarbeet,2023-06-05,KG,70.0,80.0,76.67
Sweet Orange,2023-06-05,KG,150.0,180.0,165.0
Tamarind,2023-06-05,KG,130.0,140.0,135.0
Tofu,2023-06-05,KG,110.0,120.0,116.0
Tomato Big(Indian),2023-06-05,KG,30.0,40.0,36.67
Tomato Big(Nepali),2023-06-05,KG,25.0,30.0,27.5
Tomato Small(Local),2023-06-05,KG,14.0,18.0,15.8
Tomato Small(Tunnel),2023-06-05,KG,27.0,35.0,29.8
Turnip,2023-06-05,KG,70.0,80.0,76.67
Turnip A,2023-06-05,KG,70.0,80.0,76.67
Water Melon(Green),2023-06-05,KG,40.0,45.0,43.0
Apple(Fuji),2023-06-06,KG,280.0,320.0,300.0
Asparagus,2023-06-06,KG,200.0,250.0,216.67
Avocado,2023-06-06,KG,500.0,600.0,550.0
Bamboo Shoot,2023-06-06,KG,90.0,100.0,96.67
Banana,2023-06-06,Per Dozen,130.0,140.0,136.67
Bitter Gourd,2023-06-06,KG,40.0,50.0,46.0
Bottle Gourd,2023-06-06,KG,60.0,70.0,65.0
Brd Leaf Mustard,2023-06-06,KG,40.0,50.0,46.67
Brinjal Long,2023-06-06,KG,40.0,50.0,45.0
Brinjal Round,2023-06-06,KG,50.0,60.0,55.0
Brocauli,2023-06-06,KG,80.0,90.0,85.0
Cabbage(Local),2023-06-06,KG,12.0,15.0,13.6
Capsicum,2023-06-06,KG,70.0,80.0,76.0
Carrot(Local),2023-06-06,KG,100.0,120.0,110.0
Cauli Local,2023-06-06,KG,60.0,70.0,65.0
Cauli Local(Jyapu),2023-06-06,KG,90.0,100.0,96.67
Celery,2023-06-06,KG,120.0,150.0,140.0
Chilli Dry,2023-06-06,KG,450.0,480.0,465.0
Chilli Green,2023-06-06,KG,80.0,90.0,85.0
Chilli Green(Akbare),2023-06-06,KG,200.0,250.0,225.0
Chilli Green(Bullet),2023-06-06,KG,80.0,90.0,86.67
Chilli Green(Machhe),2023-06-06,KG,40.0,50.0,46.67
Christophine,2023-06-06,KG,50.0,60.0,56.67
Clive Dry,2023-06-06,KG,120.0,130.0,126.67
Clive Green,2023-06-06,KG,80.0,90.0,86.67
Coriander Green,2023-06-06,KG,300.0,350.0,325.0
Cow pea(Long),2023-06-06,KG,80.0,90.0,86.0
Cowpea(Short),2023-06-06,KG,70.0,80.0,76.67
Cress Leaf,2023-06-06,KG,90.0,100.0,96.67
Cucumber(Hybrid),2023-06-06,KG,60.0,70.0,66.0
Cucumber(Local),2023-06-06,KG,120.0,140.0,130.0
Drumstick,2023-06-06,KG,90.0,100.0,96.67
Fennel Leaf,2023-06-06,KG,90.0,100.0,96.67
Fenugreek Leaf,2023-06-06,KG,90.0,100.0,96.67
Fish Fresh(Bachuwa),2023-06-06,KG,260.0,280.0,270.0
Fish Fresh(Chhadi),2023-06-06,KG,240.0,260.0,250.0
Fish Fresh(Mungari),2023-06-06,KG,320.0,350.0,335.0
Fish Fresh(Rahu),2023-06-06,KG,315.0,330.0,323.33
French Bean(Hybrid),2023-06-06,KG,70.0,80.0,76.67
French Bean(Local),2023-06-06,KG,50.0,60.0,55.0
French Bean(Rajma),2023-06-06,KG,110.0,120.0,116.67
Garlic Dry Chinese,2023-06-06,KG,220.0,240.0,230.0
Garlic Dry Nepali,2023-06-06,KG,180.0,200.0,190.0
Garlic Green,2023-06-06,KG,50.0,60.0,55.0
Ginger,2023-06-06,KG,230.0,250.0,240.0
Grapes(Green),2023-06-06,KG,200.0,220.0,210.0
Green Peas,2023-06-06,KG,180.0,200.0,193.33
Gundruk,2023-06-06,KG,250.0,300.0,283.33
Jack Fruit,2023-06-06,KG,30.0,40.0,35.0
Kiwi,2023-06-06,KG,400.0,500.0,450.0
Knolkhol,2023-06-06,KG,80.0,90.0,86.67
Lettuce,2023-06-06,KG,70.0,80.0,76.67
Lime,2023-06-06,KG,150.0,180.0,160.0
Litchi(Indian),2023-06-06,KG,220.0,250.0,235.0
Litchi(Local),2023-06-06,KG,100.0,150.0,125.0
Mandarin,2023-06-06,KG,200.0,220.0,210.0
Mango(Dushari),2023-06-06,KG,100.0,120.0,113.33
Mango(Maldah),2023-06-06,KG,80.0,90.0,85.0
Mint,2023-06-06,KG,100.0,120.0,110.0
Mushroom(Button),2023-06-06,KG,320.0,360.0,342.0
Mushroom(Kanya),2023-06-06,KG,150.0,180.0,168.0
Mustard Leaf,2023-06-06,KG,30.0,40.0,35.0
Neuro,2023-06-06,KG,70.0,80.0,76.67
Okara,2023-06-06,KG,70.0,80.0,76.0
Onion Green,2023-06-06,KG,50.0,60.0,56.67
Papaya(Indian),2023-06-06,KG,110.0,120.0,116.67
Parseley,2023-06-06,KG,220.0,250.0,235.0
Pineapple,2023-06-06,1 Pc,180.0,200.0,190.0
Pointed Gourd(Local),2023-06-06,KG,80.0,90.0,85.0
Pointed Gourd(Terai),2023-06-06,KG,60.0,70.0,66.67
Pomegranate,2023-06-06,KG,380.0,400.0,390.0
Potato Red,2023-06-06,KG,45.0,46.0,45.5
Potato Red(Indian),2023-06-06,KG,35.0,36.0,35.67
Potato Red(Mude),2023-06-06,KG,40.0,42.0,41.0
Potato White,2023-06-06,KG,40.0,42.0,41.33
Pumpkin,2023-06-06,KG,40.0,50.0,45.0
Raddish Red,2023-06-06,KG,40.0,50.0,45.0
Raddish White(Hybrid),2023-06-06,KG,20.0,25.0,22.5
Raddish White(Local),2023-06-06,KG,15.0,20.0,17.5
Red Cabbbage,2023-06-06,KG,60.0,70.0,63.33
Smooth Gourd,2023-06-06,KG,60.0,70.0,65.0
Snake Gourd,2023-06-06,KG,30.0,40.0,35.0
Soyabean Green,2023-06-06,KG,120.0,130.0,126.67
Spinach Leaf,2023-06-06,KG,90.0,100.0,96.67
Sponge Gourd,2023-06-06,KG,50.0,60.0,55.0
Squash(Long),2023-06-06,KG,40.0,50.0,45.0
Squash(Round),2023-06-06,KG,40.0,50.0,45.0
Sugarbeet,2023-06-06,KG,70.0,80.0,76.67
Sweet Orange,2023-06-06,KG,150.0,180.0,165.0
Tamarind,2023-06-06,KG,130.0,140.0,135.0
Tofu,2023-06-06,KG,110.0,120.0,116.67
Tomato Big(Indian),2023-06-06,KG,40.0,50.0,46.67
Tomato Big(Nepali),2023-06-06,KG,20.0,30.0,25.0
Tomato Small(Local),2023-06-06,KG,14.0,18.0,15.8
Tomato Small(Tunnel),2023-06-06,KG,24.0,32.0,28.0
Turnip,2023-06-06,KG,70.0,80.0,76.67
Turnip A,2023-06-06,KG,70.0,80.0,76.67
Water Melon(Green),2023-06-06,KG,40.0,45.0,43.33
Apple(Fuji),2023-06-07,KG,280.0,320.0,300.0
Asparagus,2023-06-07,KG,200.0,250.0,233.33
Avocado,2023-06-07,KG,500.0,600.0,550.0
Bamboo Shoot,2023-06-07,KG,90.0,100.0,96.67
Banana,2023-06-07,Per Dozen,120.0,130.0,126.67
Bitter Gourd,2023-06-07,KG,50.0,60.0,55.0
Bottle Gourd,2023-06-07,KG,60.0,70.0,65.0
Brd Leaf Mustard,2023-06-07,KG,40.0,50.0,46.67
Brinjal Long,2023-06-07,KG,30.0,40.0,35.0
Brinjal Round,2023-06-07,KG,60.0,70.0,66.67
Brocauli,2023-06-07,KG,90.0,100.0,96.67
Cabbage(Local),2023-06-07,KG,10.0,15.0,12.4
Capsicum,2023-06-07,KG,60.0,70.0,65.0
Carrot(Local),2023-06-07,KG,100.0,110.0,106.67
Cauli Local,2023-06-07,KG,60.0,70.0,65.0
Cauli Local(Jyapu),2023-06-07,KG,80.0,90.0,85.0
Celery,2023-06-07,KG,120.0,150.0,140.0
Chilli Dry,2023-06-07,KG,450.0,480.0,465.0
Chilli Green,2023-06-07,KG,60.0,70.0,66.0
Chilli Green(Akbare),2023-06-07,KG,200.0,250.0,225.0
Chilli Green(Bullet),2023-06-07,KG,80.0,90.0,86.67
Chilli Green(Machhe),2023-06-07,KG,30.0,40.0,37.5
Christophine,2023-06-07,KG,50.0,60.0,56.67
Clive Dry,2023-06-07,KG,130.0,140.0,135.0
Clive Green,2023-06-07,KG,80.0,90.0,86.67
Coriander Green,2023-06-07,KG,300.0,350.0,325.0
Cow pea(Long),2023-06-07,KG,60.0,70.0,65.0
Cowpea(Short),2023-06-07,KG,50.0,60.0,56.67
Cress Leaf,2023-06-07,KG,110.0,120.0,116.67
Cucumber(Hybrid),2023-06-07,KG,50.0,60.0,56.0
Cucumber(Local),2023-06-07,KG,110.0,120.0,116.0
Drumstick,2023-06-07,KG,90.0,100.0,96.67
Fennel Leaf,2023-06-07,KG,110.0,120.0,116.67
Fenugreek Leaf,2023-06-07,KG,110.0,120.0,116.67
Fish Fresh(Bachuwa),2023-06-07,KG,250.0,270.0,260.0
Fish Fresh(Chhadi),2023-06-07,KG,240.0,260.0,250.0
Fish Fresh(Mungari),2023-06-07,KG,320.0,340.0,330.0
Fish Fresh(Rahu),2023-06-07,KG,315.0,330.0,322.5
French Bean(Hybrid),2023-06-07,KG,70.0,80.0,76.67
French Bean(Local),2023-06-07,KG,60.0,70.0,66.67
French Bean(Rajma),2023-06-07,KG,110.0,120.0,116.67
Garlic Dry Chinese,2023-06-07,KG,230.0,250.0,237.5
Garlic Dry Nepali,2023-06-07,KG,200.0,220.0,210.0
Garlic Green,2023-06-07,KG,70.0,80.0,76.67
Ginger,2023-06-07,KG,240.0,250.0,245.0
Grapes(Green),2023-06-07,KG,200.0,250.0,225.0
Green Peas,2023-06-07,KG,170.0,180.0,175.0
Gundruk,2023-06-07,KG,250.0,300.0,275.0
Jack Fruit,2023-06-07,KG,30.0,40.0,36.67
Kiwi,2023-06-07,KG,400.0,500.0,450.0
Knolkhol,2023-06-07,KG,80.0,90.0,86.67
Lettuce,2023-06-07,KG,70.0,80.0,76.0
Lime,2023-06-07,KG,150.0,180.0,167.5
Litchi(Indian),2023-06-07,KG,250.0,300.0,275.0
Litchi(Local),2023-06-07,KG,100.0,150.0,133.33
Mandarin,2023-06-07,KG,200.0,220.0,210.0
Mango(Dushari),2023-06-07,KG,90.0,100.0,93.33
Mango(Maldah),2023-06-07,KG,80.0,90.0,86.0
Mint,2023-06-07,KG,120.0,150.0,135.0
Mushroom(Button),2023-06-07,KG,330.0,370.0,354.0
Mushroom(Kanya),2023-06-07,KG,150.0,180.0,166.0
Mustard Leaf,2023-06-07,KG,30.0,40.0,36.67
Neuro,2023-06-07,KG,70.0,80.0,76.67
Okara,2023-06-07,KG,70.0,80.0,74.0
Onion Green,2023-06-07,KG,60.0,70.0,65.0
Papaya(Indian),2023-06-07,KG,100.0,110.0,106.67
Parseley,2023-06-07,KG,220.0,250.0,240.0
Pineapple,2023-06-07,1 Pc,180.0,200.0,190.0
Pointed Gourd(Local),2023-06-07,KG,90.0,100.0,95.0
Pointed Gourd(Terai),2023-06-07,KG,60.0,70.0,66.67
Pomegranate,2023-06-07,KG,380.0,400.0,393.33
Potato Red,2023-06-07,KG,46.0,48.0,47.0
Potato Red(Indian),2023-06-07,KG,36.0,38.0,37.0
Potato Red(Mude),2023-06-07,KG,40.0,42.0,41.33
Potato White,2023-06-07,KG,36.0,38.0,37.0
Pumpkin,2023-06-07,KG,50.0,55.0,53.0
Raddish Red,2023-06-07,KG,40.0,50.0,45.0
Raddish White(Hybrid),2023-06-07,KG,20.0,25.0,22.5
Raddish White(Local),2023-06-07,KG,15.0,20.0,17.5
Red Cabbbage,2023-06-07,KG,60.0,70.0,66.67
Smooth Gourd,2023-06-07,KG,50.0,60.0,55.0
Snake Gourd,2023-06-07,KG,30.0,40.0,35.0
Soyabean Green,2023-06-07,KG,130.0,150.0,140.0
Spinach Leaf,2023-06-07,KG,110.0,120.0,116.67
Sponge Gourd,2023-06-07,KG,40.0,50.0,46.67
Squash(Long),2023-06-07,KG,40.0,50.0,45.0
Squash(Round),2023-06-07,KG,40.0,50.0,46.67
Sugarbeet,2023-06-07,KG,70.0,80.0,75.0
Sweet Orange,2023-06-07,KG,180.0,200.0,190.0
Sweet Potato,2023-06-07,KG,80.0,90.0,86.67
Tamarind,2023-06-07,KG,130.0,140.0,133.33
Tofu,2023-06-07,KG,110.0,120.0,116.67
Tomato Big(Indian),2023-06-07,KG,40.0,50.0,46.67
Tomato Big(Nepali),2023-06-07,KG,20.0,25.0,22.5
Tomato Small(Local),2023-06-07,KG,12.0,18.0,15.0
Tomato Small(Tunnel),2023-06-07,KG,22.0,30.0,26.6
Turnip,2023-06-07,KG,70.0,80.0,76.67
Turnip A,2023-06-07,KG,70.0,80.0,76.67
Water Melon(Green),2023-06-07,KG,40.0,50.0,45.0
Apple(Fuji),2023-06-08,KG,280.0,320.0,300.0
Asparagus,2023-06-08,KG,180.0,200.0,193.33
Avocado,2023-06-08,KG,500.0,600.0,550.0
Bamboo Shoot,2023-06-08,KG,90.0,100.0,96.67
Banana,2023-06-08,Per Dozen,140.0,150.0,145.0
Bitter Gourd,2023-06-08,KG,40.0,50.0,45.0
Bottle Gourd,2023-06-08,KG,60.0,70.0,65.0
Brd Leaf Mustard,2023-06-08,KG,40.0,50.0,45.0
Brinjal Long,2023-06-08,KG,30.0,40.0,35.0
Brinjal Round,2023-06-08,KG,50.0,60.0,55.0
Brocauli,2023-06-08,KG,80.0,90.0,86.67
Cabbage(Local),2023-06-08,KG,10.0,15.0,12.4
Capsicum,2023-06-08,KG,70.0,80.0,75.0
Carrot(Local),2023-06-08,KG,110.0,120.0,116.67
Cauli Local,2023-06-08,KG,60.0,70.0,65.0
Cauli Local(Jyapu),2023-06-08,KG,80.0,90.0,85.0
Celery,2023-06-08,KG,120.0,150.0,140.0
Chilli Dry,2023-06-08,KG,450.0,480.0,465.0
Chilli Green,2023-06-08,KG,70.0,80.0,75.0
Chilli Green(Akbare),2023-06-08,KG,250.0,280.0,265.0
Chilli Green(Bullet),2023-06-08,KG,80.0,90.0,86.67
Chilli Green(Machhe),2023-06-08,KG,40.0,50.0,46.67
Christophine,2023-06-08,KG,60.0,70.0,65.0
Clive Dry,2023-06-08,KG,130.0,140.0,135.0
Clive Green,2023-06-08,KG,90.0,100.0,95.0
Coriander Green,2023-06-08,KG,350.0,400.0,375.0
Cow pea(Long),2023-06-08,KG,70.0,80.0,75.0
Cowpea(Short),2023-06-08,KG,50.0,60.0,56.67
Cress Leaf,2023-06-08,KG,110.0,120.0,116.67
Cucumber(Hybrid),2023-06-08,KG,50.0,60.0,56.67
Cucumber(Local),2023-06-08,KG,100.0,120.0,110.0
Drumstick,2023-06-08,KG,90.0,100.0,96.67
Fennel Leaf,2023-06-08,KG,110.0,120.0,116.67
Fenugreek Leaf,2023-06-08,KG,110.0,120.0,116.67
Fish Fresh(Bachuwa),2023-06-08,KG,260.0,280.0,270.0
Fish Fresh(Chhadi),2023-06-08,KG,240.0,260.0,250.0
Fish Fresh(Mungari),2023-06-08,KG,320.0,350.0,335.0
Fish Fresh(Rahu),2023-06-08,KG,315.0,330.0,325.0
French Bean(Hybrid),2023-06-08,KG,70.0,80.0,76.67
French Bean(Local),2023-06-08,KG,60.0,70.0,65.0
Garlic Dry Chinese,2023-06-08,KG,220.0,240.0,230.0
Garlic Dry Nepali,2023-06-08,KG,180.0,200.0,192.5
Garlic Green,2023-06-08,KG,70.0,80.0,76.67
Ginger,2023-06-08,KG,220.0,240.0,230.0
Grapes(Green),2023-06-08,KG,220.0,250.0,235.0
Green Peas,2023-06-08,KG,160.0,180.0,166.67
Gundruk,2023-06-08,KG,250.0,300.0,275.0
Jack Fruit,2023-06-08,KG,30.0,40.0,36.67
Kiwi,2023-06-08,KG,400.0,500.0,450.0
Knolkhol,2023-06-08,KG,80.0,90.0,86.67
Lettuce,2023-06-08,KG,70.0,80.0,76.67
Lime,2023-06-08,KG,160.0,180.0,170.0
Litchi(Indian),2023-06-08,KG,220.0,250.0,235.0
Litchi(Local),2023-06-08,KG,120.0,150.0,135.0
Mandarin,2023-06-08,KG,200.0,220.0,210.0
Mango(Dushari),2023-06-08,KG,100.0,120.0,113.33
Mango(Maldah),2023-06-08,KG,80.0,90.0,86.0
Mint,2023-06-08,KG,150.0,160.0,156.67
Mushroom(Button),2023-06-08,KG,320.0,360.0,340.0
Mushroom(Kanya),2023-06-08,KG,150.0,180.0,164.0
Mustard Leaf,2023-06-08,KG,30.0,40.0,35.0
Neuro,2023-06-08,KG,70.0,80.0,76.67
Okara,2023-06-08,KG,70.0,80.0,75.0
Onion Green,2023-06-08,KG,50.0,60.0,56.67
Papaya(Indian),2023-06-08,KG,100.0,110.0,106.67
Parseley,2023-06-08,KG,220.0,250.0,235.0
Pineapple,2023-06-08,1 Pc,180.0,200.0,190.0
Pointed Gourd(Local),2023-06-08,KG,60.0,70.0,65.0
Pointed Gourd(Terai),2023-06-08,KG,80.0,90.0,85.0
Pomegranate,2023-06-08,KG,380.0,400.0,390.0
Potato Red,2023-06-08,KG,45.0,47.0,46.0
Potato Red(Mude),2023-06-08,KG,40.0,42.0,41.0
Potato White,2023-06-08,KG,38.0,40.0,39.0
Pumpkin,2023-06-08,KG,50.0,55.0,53.33
Raddish Red,2023-06-08,KG,40.0,50.0,46.67
Raddish White(Hybrid),2023-06-08,KG,20.0,25.0,22.5
Raddish White(Local),2023-06-08,KG,10.0,15.0,12.5
Red Cabbbage,2023-06-08,KG,60.0,70.0,66.67
Smooth Gourd,2023-06-08,KG,60.0,70.0,65.0
Snake Gourd,2023-06-08,KG,30.0,40.0,36.67
Soyabean Green,2023-06-08,KG,120.0,140.0,130.0
Spinach Leaf,2023-06-08,KG,110.0,120.0,116.67
Sponge Gourd,2023-06-08,KG,50.0,60.0,56.67
Squash(Long),2023-06-08,KG,40.0,50.0,45.0
Squash(Round),2023-06-08,KG,40.0,50.0,46.67
Sugarbeet,2023-06-08,KG,70.0,80.0,76.67
Sweet Orange,2023-06-08,KG,180.0,200.0,190.0
Sweet Potato,2023-06-08,KG,80.0,90.0,85.0
Sword Bean,2023-06-08,KG,140.0,150.0,145.0
Tamarind,2023-06-08,KG,130.0,140.0,136.67
Tofu,2023-06-08,KG,110.0,120.0,116.67
Tomato Big(Indian),2023-06-08,KG,40.0,50.0,46.67
Tomato Small(Local),2023-06-08,KG,10.0,15.0,13.0
Tomato Small(Tunnel),2023-06-08,KG,22.0,30.0,25.8
Turnip,2023-06-08,KG,70.0,80.0,76.67
Turnip A,2023-06-08,KG,70.0,80.0,76.67
Water Melon(Green),2023-06-08,KG,40.0,50.0,45.0
Apple(Fuji),2023-06-09,KG,280.0,320.0,300.0
Asparagus,2023-06-09,KG,180.0,200.0,193.33
Avocado,2023-06-09,KG,500.0,600.0,550.0
Bamboo Shoot,2023-06-09,KG,90.0,100.0,96.67
Banana,2023-06-09,Per Dozen,130.0,140.0,136.67
Bitter Gourd,2023-06-09,KG,40.0,50.0,45.0
Bottle Gourd,2023-06-09,KG,60.0,70.0,65.0
Brd Leaf Mustard,2023-06-09,KG,40.0,50.0,45.0
Brinjal Long,2023-06-09,KG,30.0,40.0,35.0
Brinjal Round,2023-06-09,KG,50.0,60.0,56.67
Brocauli,2023-06-09,KG,80.0,90.0,85.0
Cabbage(Local),2023-06-09,KG,10.0,15.0,12.5
Capsicum,2023-06-09,KG,50.0,60.0,55.0
Carrot(Local),2023-06-09,KG,110.0,120.0,116.67
Cauli Local,2023-06-09,KG,60.0,70.0,65.0
Cauli Local(Jyapu),2023-06-09,KG,70.0,80.0,76.67
Celery,2023-06-09,KG,120.0,150.0,140.0
Chilli Dry,2023-06-09,KG,450.0,480.0,465.0
Chilli Green,2023-06-09,KG,70.0,80.0,75.0
Chilli Green(Akbare),2023-06-09,KG,150.0,200.0,175.0
Chilli Green(Bullet),2023-06-09,KG,70.0,80.0,75.0
Chilli Green(Machhe),2023-06-09,KG,30.0,40.0,35.0
Christophine,2023-06-09,KG,50.0,60.0,56.67
Clive Dry,2023-06-09,KG,130.0,140.0,133.33
Clive Green,2023-06-09,KG,80.0,90.0,86.67
Coriander Green,2023-06-09,KG,350.0,400.0,375.0
Cow pea(Long),2023-06-09,KG,70.0,80.0,74.0
Cowpea(Short),2023-06-09,KG,50.0,60.0,55.0
Cress Leaf,2023-06-09,KG,110.0,120.0,116.67
Cucumber(Hybrid),2023-06-09,KG,50.0,60.0,55.0
Cucumber(Local),2023-06-09,KG,100.0,120.0,110.0
Drumstick,2023-06-09,KG,90.0,100.0,96.67
Fennel Leaf,2023-06-09,KG,110.0,120.0,115.0
Fenugreek Leaf,2023-06-09,KG,110.0,120.0,116.67
Fish Fresh(Bachuwa),2023-06-09,KG,260.0,280.0,270.0
Fish Fresh(Chhadi),2023-06-09,KG,240.0,260.0,250.0
Fish Fresh(Mungari),2023-06-09,KG,320.0,350.0,336.67
Fish Fresh(Rahu),2023-06-09,KG,315.0,330.0,321.67
French Bean(Hybrid),2023-06-09,KG,50.0,60.0,56.67
French Bean(Local),2023-06-09,KG,40.0,50.0,45.0
French Bean(Rajma),2023-06-09,KG,80.0,90.0,86.67
Garlic Dry Chinese,2023-06-09,KG,230.0,240.0,235.0
Garlic Dry Nepali,2023-06-09,KG,200.0,220.0,210.0
Garlic Green,2023-06-09,KG,60.0,70.0,65.0
Ginger,2023-06-09,KG,240.0,250.0,245.0
Grapes(Green),2023-06-09,KG,220.0,250.0,235.0
Green Peas,2023-06-09,KG,160.0,180.0,170.0
Gundruk,2023-06-09,KG,250.0,300.0,283.33
Jack Fruit,2023-06-09,KG,30.0,40.0,36.67
Kiwi,2023-06-09,KG,400.0,500.0,450.0
Knolkhol,2023-06-09,KG,80.0,90.0,85.0
Lettuce,2023-06-09,KG,60.0,70.0,66.67
Lime,2023-06-09,KG,150.0,180.0,163.33
Litchi(Indian),2023-06-09,KG,220.0,250.0,235.0
Litchi(Local),2023-06-09,KG,120.0,150.0,140.0
Mandarin,2023-06-09,KG,200.0,220.0,210.0
Mango(Dushari),2023-06-09,KG,100.0,120.0,110.0
Mango(Maldah),2023-06-09,KG,80.0,90.0,86.0
Mint,2023-06-09,KG,120.0,150.0,135.0
Mushroom(Button),2023-06-09,KG,320.0,360.0,340.0
Mushroom(Kanya),2023-06-09,KG,140.0,180.0,154.0
Mustard Leaf,2023-06-09,KG,40.0,50.0,46.67
Neuro,2023-06-09,KG,80.0,90.0,85.0
Okara,2023-06-09,KG,70.0,80.0,75.0
Onion Green,2023-06-09,KG,50.0,60.0,56.0
Papaya(Indian),2023-06-09,KG,100.0,110.0,106.67
Parseley,2023-06-09,KG,200.0,220.0,210.0
Pineapple,2023-06-09,1 Pc,180.0,200.0,190.0
Pointed Gourd(Local),2023-06-09,KG,70.0,80.0,75.0
Pointed Gourd(Terai),2023-06-09,KG,50.0,60.0,56.67
Pomegranate,2023-06-09,KG,380.0,400.0,393.33
Potato Red,2023-06-09,KG,45.0,46.0,45.67
Potato Red(Mude),2023-06-09,KG,38.0,40.0,39.33
Pumpkin,2023-06-09,KG,50.0,55.0,52.5
Raddish Red,2023-06-09,KG,40.0,50.0,45.0
Raddish White(Hybrid),2023-06-09,KG,18.0,22.0,20.0
Raddish White(Local),2023-06-09,KG,12.0,15.0,13.5
Red Cabbbage,2023-06-09,KG,60.0,70.0,66.67
Smooth Gourd,2023-06-09,KG,50.0,60.0,55.0
Snake Gourd,2023-06-09,KG,30.0,40.0,35.0
Soyabean Green,2023-06-09,KG,120.0,140.0,130.0
Spinach Leaf,2023-06-09,KG,110.0,120.0,116.67
Sponge Gourd,2023-06-09,KG,40.0,50.0,46.67
Squash(Long),2023-06-09,KG,40.0,50.0,45.0
Squash(Round),2023-06-09,KG,40.0,50.0,45.0
Sugarbeet,2023-06-09,KG,70.0,80.0,76.67
Sweet Orange,2023-06-09,KG,180.0,200.0,190.0
Sweet Potato,2023-06-09,KG,70.0,80.0,76.67
Sword Bean,2023-06-09,KG,130.0,140.0,136.67
Tamarind,2023-06-09,KG,130.0,140.0,135.0
Tofu,2023-06-09,KG,110.0,120.0,116.67
Tomato Big(Indian),2023-06-09,KG,60.0,70.0,66.67
Tomato Small(Local),2023-06-09,KG,10.0,15.0,12.4
Tomato Small(Tunnel),2023-06-09,KG,18.0,24.0,20.4
Turnip A,2023-06-09,KG,70.0,80.0,76.67
Water Melon(Green),2023-06-09,KG,40.0,50.0,45.0
Apple(Fuji),2023-06-10,KG,280.0,320.0,300.0
Asparagus,2023-06-10,KG,200.0,250.0,233.33
Avocado,2023-06-10,KG,500.0,600.0,550.0
Bakula,2023-06-10,KG,130.0,140.0,136.67
Bamboo Shoot,2023-06-10,KG,90.0,100.0,96.67
Banana,2023-06-10,Per Dozen,120.0,140.0,130.0
Barela,2023-06-10,KG,90.0,100.0,96.67
Bitter Gourd,2023-06-10,KG,30.0,40.0,36.0
Bottle Gourd,2023-06-10,KG,50.0,60.0,55.0
Brd Leaf Mustard,2023-06-10,KG,40.0,50.0,46.67
Brinjal Long,2023-06-10,KG,30.0,40.0,35.0
Brinjal Round,2023-06-10,KG,50.0,60.0,56.67
Brocauli,2023-06-10,KG,80.0,90.0,85.0
Cabbage(Local),2023-06-10,KG,10.0,15.0,12.33
Capsicum,2023-06-10,KG,60.0,70.0,65.0
Carrot(Local),2023-06-10,KG,110.0,120.0,116.67
Cauli Local,2023-06-10,KG,50.0,60.0,56.67
Cauli Local(Jyapu),2023-06-10,KG,60.0,70.0,66.67
Celery,2023-06-10,KG,120.0,150.0,140.0
Chilli Dry,2023-06-10,KG,450.0,480.0,465.0
Chilli Green,2023-06-10,KG,60.0,70.0,65.0
Chilli Green(Akbare),2023-06-10,KG,150.0,200.0,175.0
Chilli Green(Bullet),2023-06-10,KG,60.0,70.0,65.0
Chilli Green(Machhe),2023-06-10,KG,30.0,40.0,36.67
Christophine,2023-06-10,KG,50.0,60.0,56.67
Clive Dry,2023-06-10,KG,130.0,140.0,135.0
Clive Green,2023-06-10,KG,90.0,100.0,95.0
Coriander Green,2023-06-10,KG,300.0,350.0,333.33
Cow pea(Long),2023-06-10,KG,60.0,70.0,65.0
Cowpea(Short),2023-06-10,KG,50.0,60.0,56.67
